PID,Isolate Id,Time from initialization,GC Event,Total size of objects before GC,Total size of objects after GC,Total memory allocated before GC,Total memory allocated after GC,Time in GC,Time in external callbacks,Marking info,Reason for GC trigger,Reason for GC
62598,0x102004600,26361,Scavenge,72.4,68.5,98.0,98.0,12.2,0,,allocation failure,
62598,0x102004600,26385,Scavenge,74.5,72.8,98.0,108.0,21.9,0,,allocation failure,
62598,0x102004600,26401,Scavenge,84.2,81.0,108.0,112.0,13.8,0,,allocation failure,
62598,0x102004600,26424,Scavenge,88.6,86.4,112.0,120.0,21.5,0,,allocation failure,
62598,0x102004600,26441,Scavenge,96.7,93.8,120.0,126.0,14.4,0,,allocation failure,
62598,0x102004600,26462,Scavenge,102.1,99.7,126.0,133.0,18.7,0,,allocation failure,
62598,0x102004600,26481,Scavenge,109.5,106.7,133.0,140.0,15.8,0,,allocation failure,
62598,0x102004600,26500,Scavenge,115.5,113.0,140.0,147.0,17.1,0,,allocation failure,
62598,0x102004600,26518,Scavenge,122.5,119.8,147.0,153.0,15.6,0,,allocation failure,
62598,0x102004600,26536,Scavenge,128.7,126.2,153.0,160.0,15.6,0,,allocation failure,
62598,0x102004600,26554,Scavenge,135.5,132.8,160.0,166.0,15.9,0,,allocation failure,
62598,0x102004600,26572,Scavenge,141.9,139.3,166.0,173.0,15.9,0,,allocation failure,
62598,0x102004600,26590,Scavenge,148.6,145.9,173.0,180.0,15.9,0,,allocation failure,
62598,0x102004600,26609,Scavenge,155.1,152.5,180.0,187.0,17.2,0,,allocation failure,
62598,0x102004600,26632,Scavenge,161.7,159.0,187.0,193.0,20.5,0,,allocation failure,
62598,0x102004600,26650,Scavenge,168.2,165.6,193.0,200.0,15.5,0,,allocation failure,
62598,0x102004600,26669,Scavenge,174.8,172.2,200.0,206.0,15.7,0,,allocation failure,
62598,0x102004600,26686,Scavenge,181.3,178.7,206.0,213.0,15.7,0,,allocation failure,
62598,0x102004600,26705,Scavenge,187.9,185.3,213.0,220.0,16.2,0,,allocation failure,
62598,0x102004600,26723,Scavenge,194.5,191.8,220.0,226.0,15.9,0,,allocation failure,
62598,0x102004600,26741,Scavenge,201.0,198.4,226.0,233.0,15.9,0,,allocation failure,
62598,0x102004600,26759,Scavenge,207.6,205.0,233.0,240.0,16.0,0,,allocation failure,
62598,0x102004600,26777,Scavenge,214.1,211.5,240.0,246.0,15.5,0,,allocation failure,
62598,0x102004600,26795,Scavenge,220.7,218.1,246.0,253.0,15.7,0,,allocation failure,
62598,0x102004600,26813,Scavenge,227.3,224.6,253.0,260.0,15.9,0,,allocation failure,
62598,0x102004600,26831,Scavenge,233.8,231.2,260.0,266.0,15.9,0,,allocation failure,
62598,0x102004600,26849,Scavenge,240.4,237.8,266.0,273.0,15.6,0,,allocation failure,
62598,0x102004600,26881,Scavenge,246.9,244.3,273.0,280.0,23.4,0,+ 6.6 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,26908,Scavenge,253.5,250.9,280.0,286.0,18.1,0,+ 6.0 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,26937,Scavenge,260.1,257.4,286.0,293.0,21.2,0,+ 6.0 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,26946,Mark-sweep,259.2,29.8,293.0,69.0,7.0,0,"+ 19.6 ms in 466 steps since start of marking, biggest step 0.2 ms",GC interrupt,GC in old space requested
62598,0x102004600,26964,Scavenge,44.3,40.2,69.0,69.0,12.9,0,,allocation failure,
62598,0x102004600,26987,Scavenge,45.6,44.0,69.0,79.0,22.3,0,,allocation failure,
62598,0x102004600,27004,Scavenge,55.9,52.5,79.0,83.0,13.4,0,,allocation failure,
62598,0x102004600,27027,Scavenge,59.8,57.7,83.0,92.0,21.3,0,,allocation failure,
62598,0x102004600,27049,Scavenge,68.3,65.2,92.0,97.0,19.6,0,,allocation failure,
62598,0x102004600,27074,Scavenge,73.4,71.1,97.0,104.0,22.4,0,,allocation failure,
62598,0x102004600,27096,Scavenge,81.0,78.2,104.0,110.0,19.3,0,,allocation failure,
62598,0x102004600,27120,Scavenge,86.8,84.4,110.0,118.0,22.4,0,,allocation failure,
62598,0x102004600,27142,Scavenge,93.9,91.2,118.0,124.0,19.7,0,,allocation failure,
62598,0x102004600,27166,Scavenge,100.1,97.6,124.0,131.0,21.0,0,,allocation failure,
62598,0x102004600,27188,Scavenge,106.9,104.2,131.0,137.0,19.5,0,,allocation failure,
62598,0x102004600,27212,Scavenge,113.3,110.7,137.0,144.0,20.7,0,,allocation failure,
62598,0x102004600,27230,Scavenge,120.0,117.3,144.0,151.0,15.5,0,,allocation failure,
62598,0x102004600,27248,Scavenge,126.5,123.9,151.0,157.0,15.6,0,,allocation failure,
62598,0x102004600,27272,Scavenge,133.1,130.4,157.0,164.0,16.8,0,+ 5.2 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,27299,Scavenge,139.6,137.0,164.0,171.0,19.7,0,+ 4.9 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,27335,Scavenge,146.2,143.6,171.0,177.0,24.9,0,+ 8.2 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,27346,Mark-sweep,146.6,31.4,177.0,69.0,8.4,0,"+ 20.5 ms in 489 steps since start of marking, biggest step 0.2 ms",GC interrupt,GC in old space requested
62598,0x102004600,27362,Scavenge,44.9,41.0,69.0,70.0,11.8,0,,allocation failure,
62598,0x102004600,27381,Scavenge,47.1,45.3,70.0,80.0,18.2,0,,allocation failure,
62598,0x102004600,27397,Scavenge,56.7,53.5,80.0,84.0,13.3,0,,allocation failure,
62598,0x102004600,27416,Scavenge,61.1,58.9,84.0,93.0,16.6,0,,allocation failure,
62598,0x102004600,27432,Scavenge,69.2,66.3,93.0,98.0,14.0,0,,allocation failure,
62598,0x102004600,27449,Scavenge,74.7,72.3,98.0,106.0,15.6,0,,allocation failure,
62598,0x102004600,27467,Scavenge,82.0,79.2,106.0,112.0,15.1,0,,allocation failure,
62598,0x102004600,27484,Scavenge,88.0,85.5,112.0,119.0,15.5,0,,allocation failure,
62598,0x102004600,27501,Scavenge,95.0,92.3,119.0,125.0,15.1,0,,allocation failure,
62598,0x102004600,27519,Scavenge,101.2,98.7,125.0,132.0,15.7,0,,allocation failure,
62598,0x102004600,27537,Scavenge,108.0,105.3,132.0,138.0,15.8,0,,allocation failure,
62598,0x102004600,27557,Scavenge,114.4,111.8,138.0,145.0,17.8,0,,allocation failure,
62598,0x102004600,27577,Scavenge,121.1,118.4,145.0,152.0,17.7,0,,allocation failure,
62598,0x102004600,27595,Scavenge,127.6,125.0,152.0,159.0,16.0,0,,allocation failure,
62598,0x102004600,27620,Scavenge,134.2,131.6,159.0,165.0,17.5,0,+ 5.1 ms in 148 steps since last GC,allocation failure,
62598,0x102004600,27645,Scavenge,140.7,138.1,165.0,172.0,17.6,0,+ 5.3 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,27670,Scavenge,147.3,144.7,172.0,179.0,17.4,0,+ 5.7 ms in 148 steps since last GC,allocation failure,
62598,0x102004600,27688,Mark-sweep,151.5,35.2,179.0,71.0,12.2,0,"+ 20.0 ms in 550 steps since start of marking, biggest step 0.1 ms",GC interrupt,GC in old space requested
62598,0x102004600,27705,Scavenge,46.0,42.9,71.0,74.0,14.4,0,,allocation failure,
62598,0x102004600,27725,Scavenge,50.9,48.6,74.0,82.0,17.2,0,,allocation failure,
62598,0x102004600,27743,Scavenge,58.6,55.7,82.0,88.0,16.1,0,,allocation failure,
62598,0x102004600,27764,Scavenge,64.3,61.9,88.0,95.0,19.1,0,,allocation failure,
62598,0x102004600,27783,Scavenge,71.5,68.7,95.0,101.0,15.9,0,,allocation failure,
62598,0x102004600,27801,Scavenge,77.6,75.1,101.0,108.0,15.9,0,,allocation failure,
62598,0x102004600,27818,Scavenge,84.5,81.8,108.0,115.0,15.2,0,,allocation failure,
62598,0x102004600,27835,Scavenge,90.8,88.3,115.0,121.0,15.2,0,,allocation failure,
62598,0x102004600,27853,Scavenge,97.6,94.9,121.0,128.0,15.3,0,,allocation failure,
62598,0x102004600,27870,Scavenge,104.0,101.4,128.0,135.0,15.6,0,,allocation failure,
62598,0x102004600,27888,Scavenge,110.6,108.0,135.0,141.0,15.3,0,,allocation failure,
62598,0x102004600,27909,Scavenge,117.1,114.5,141.0,148.0,18.7,0,,allocation failure,
62598,0x102004600,27930,Scavenge,123.7,121.1,148.0,155.0,17.0,0,,allocation failure,
62598,0x102004600,27948,Scavenge,130.3,127.7,155.0,161.0,16.0,0,,allocation failure,
62598,0x102004600,27972,Scavenge,136.9,134.2,161.0,168.0,16.6,0,+ 5.1 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,27996,Scavenge,143.4,140.8,168.0,175.0,17.2,0,+ 5.3 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,28021,Scavenge,150.0,147.4,175.0,181.0,16.9,0,+ 5.5 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,28045,Scavenge,156.5,153.9,181.0,188.0,16.8,0,+ 5.1 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,28065,Mark-sweep,161.2,44.7,188.0,80.0,14.4,0,"+ 24.8 ms in 703 steps since start of marking, biggest step 0.1 ms",GC interrupt,GC in old space requested
62598,0x102004600,28083,Scavenge,55.2,52.2,80.0,84.0,14.3,0,,allocation failure,
62598,0x102004600,28102,Scavenge,60.4,58.1,84.0,91.0,16.8,0,,allocation failure,
62598,0x102004600,28119,Scavenge,67.9,65.1,91.0,97.0,14.9,0,,allocation failure,
62598,0x102004600,28138,Scavenge,73.8,71.3,97.0,104.0,17.2,0,,allocation failure,
62598,0x102004600,28170,Scavenge,80.8,78.1,104.0,111.0,29.5,0,,allocation failure,
62598,0x102004600,28189,Scavenge,87.1,84.5,111.0,118.0,16.3,0,,allocation failure,
62598,0x102004600,28208,Scavenge,93.9,91.2,118.0,124.0,16.3,0,,allocation failure,
62598,0x102004600,28226,Scavenge,100.3,97.7,124.0,131.0,16.4,0,,allocation failure,
62598,0x102004600,28244,Scavenge,106.9,104.3,131.0,137.0,15.4,0,,allocation failure,
62598,0x102004600,28263,Scavenge,113.4,110.8,137.0,144.0,17.5,0,,allocation failure,
62598,0x102004600,28284,Scavenge,120.0,117.4,144.0,151.0,18.7,0,,allocation failure,
62598,0x102004600,28304,Scavenge,126.6,123.9,151.0,158.0,17.2,0,,allocation failure,
62598,0x102004600,28323,Scavenge,133.1,130.5,158.0,164.0,17.4,0,,allocation failure,
62598,0x102004600,28342,Scavenge,139.7,137.1,164.0,171.0,16.1,0,,allocation failure,
62598,0x102004600,28359,Scavenge,146.3,143.6,171.0,177.0,15.7,0,,allocation failure,
62598,0x102004600,28377,Scavenge,152.8,150.2,177.0,184.0,15.4,0,,allocation failure,
62598,0x102004600,28394,Scavenge,159.4,156.8,184.0,191.0,15.2,0,,allocation failure,
62598,0x102004600,28412,Scavenge,165.9,163.3,191.0,197.0,15.2,0,,allocation failure,
62598,0x102004600,28430,Scavenge,172.5,169.9,197.0,204.0,16.2,0,,allocation failure,
62598,0x102004600,28454,Scavenge,179.1,176.4,204.0,211.0,16.5,0,+ 5.0 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,28479,Scavenge,185.6,183.0,211.0,217.0,17.3,0,+ 5.4 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,28504,Scavenge,192.2,189.6,217.0,224.0,17.8,0,+ 5.4 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,28532,Scavenge,198.7,196.1,224.0,231.0,19.4,0,+ 5.7 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,28559,Scavenge,205.3,202.7,231.0,237.0,18.0,0,+ 6.7 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,28585,Scavenge,211.9,209.2,237.0,244.0,17.9,0,+ 5.8 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,28598,Mark-sweep,212.2,58.8,244.0,98.0,10.9,0,"+ 35.7 ms in 928 steps since start of marking, biggest step 0.1 ms",GC interrupt,GC in old space requested
62598,0x102004600,28615,Scavenge,72.4,68.5,98.0,98.0,12.7,0,,allocation failure,
62598,0x102004600,28635,Scavenge,74.5,72.8,98.0,108.0,18.3,0,,allocation failure,
62598,0x102004600,28652,Scavenge,84.2,81.0,108.0,112.0,14.0,0,,allocation failure,
62598,0x102004600,28672,Scavenge,88.6,86.4,112.0,120.0,18.6,0,,allocation failure,
62598,0x102004600,28693,Scavenge,96.7,93.8,120.0,126.0,16.9,0,,allocation failure,
62598,0x102004600,28711,Scavenge,102.1,99.8,126.0,133.0,16.1,0,,allocation failure,
62598,0x102004600,28728,Scavenge,109.5,106.7,133.0,140.0,14.7,0,,allocation failure,
62598,0x102004600,28746,Scavenge,115.5,113.0,140.0,147.0,15.8,0,,allocation failure,
62598,0x102004600,28765,Scavenge,122.5,119.8,147.0,153.0,16.6,0,,allocation failure,
62598,0x102004600,28784,Scavenge,128.7,126.2,153.0,160.0,16.8,0,,allocation failure,
62598,0x102004600,28804,Scavenge,135.5,132.8,160.0,166.0,17.7,0,,allocation failure,
62598,0x102004600,28822,Scavenge,141.9,139.3,166.0,173.0,16.4,0,,allocation failure,
62598,0x102004600,28841,Scavenge,148.6,145.9,173.0,180.0,16.5,0,,allocation failure,
62598,0x102004600,28859,Scavenge,155.1,152.5,180.0,187.0,16.0,0,,allocation failure,
62598,0x102004600,28877,Scavenge,161.7,159.1,187.0,193.0,15.6,0,,allocation failure,
62598,0x102004600,28895,Scavenge,168.2,165.6,193.0,200.0,16.0,0,,allocation failure,
62598,0x102004600,28913,Scavenge,174.8,172.2,200.0,206.0,16.0,0,,allocation failure,
62598,0x102004600,28934,Scavenge,181.3,178.7,206.0,213.0,18.0,0,,allocation failure,
62598,0x102004600,28953,Scavenge,187.9,185.3,213.0,220.0,17.0,0,,allocation failure,
62598,0x102004600,28971,Scavenge,194.5,191.8,220.0,226.0,16.5,0,,allocation failure,
62598,0x102004600,28990,Scavenge,201.0,198.4,226.0,233.0,16.5,0,,allocation failure,
62598,0x102004600,29009,Scavenge,207.6,205.0,233.0,240.0,16.8,0,,allocation failure,
62598,0x102004600,29029,Scavenge,214.2,211.5,240.0,246.0,17.5,0,,allocation failure,
62598,0x102004600,29047,Scavenge,220.7,218.1,246.0,253.0,16.2,0,,allocation failure,
62598,0x102004600,29065,Scavenge,227.3,224.7,253.0,260.0,15.9,0,,allocation failure,
62598,0x102004600,29084,Scavenge,233.8,231.2,260.0,266.0,16.4,0,,allocation failure,
62598,0x102004600,29105,Scavenge,240.4,237.8,266.0,273.0,19.5,0,,allocation failure,
62598,0x102004600,29131,Scavenge,247.0,244.3,273.0,280.0,17.4,0,+ 5.9 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,29157,Scavenge,253.5,250.9,280.0,286.0,18.2,0,+ 5.5 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,29183,Scavenge,260.1,257.5,286.0,293.0,18.1,0,+ 5.4 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,29191,Mark-sweep,259.2,29.8,293.0,69.0,7.1,0,"+ 17.6 ms in 467 steps since start of marking, biggest step 0.4 ms",GC interrupt,GC in old space requested
62598,0x102004600,29208,Scavenge,44.3,40.2,69.0,69.0,13.4,0,,allocation failure,
62598,0x102004600,29229,Scavenge,45.6,44.0,69.0,79.0,19.8,0,,allocation failure,
62598,0x102004600,29246,Scavenge,55.9,52.5,79.0,83.0,13.6,0,,allocation failure,
62598,0x102004600,29266,Scavenge,59.8,57.7,83.0,92.0,18.7,0,,allocation failure,
62598,0x102004600,29284,Scavenge,68.3,65.2,92.0,97.0,14.8,0,,allocation failure,
62598,0x102004600,29303,Scavenge,73.4,71.1,97.0,104.0,17.7,0,,allocation failure,
62598,0x102004600,29321,Scavenge,81.0,78.2,104.0,110.0,15.0,0,,allocation failure,
62598,0x102004600,29339,Scavenge,86.8,84.4,110.0,118.0,16.5,0,,allocation failure,
62598,0x102004600,29357,Scavenge,93.9,91.2,118.0,124.0,15.5,0,,allocation failure,
62598,0x102004600,29375,Scavenge,100.1,97.6,124.0,131.0,16.3,0,,allocation failure,
62598,0x102004600,29393,Scavenge,106.9,104.2,131.0,137.0,15.8,0,,allocation failure,
62598,0x102004600,29412,Scavenge,113.3,110.7,137.0,144.0,16.5,0,,allocation failure,
62598,0x102004600,29430,Scavenge,120.0,117.3,144.0,151.0,15.5,0,,allocation failure,
62598,0x102004600,29450,Scavenge,126.5,123.9,151.0,157.0,18.3,0,,allocation failure,
62598,0x102004600,29475,Scavenge,133.1,130.5,157.0,164.0,17.1,0,+ 5.8 ms in 148 steps since last GC,allocation failure,
62598,0x102004600,29502,Scavenge,139.6,137.0,164.0,171.0,19.1,0,+ 5.3 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,29529,Scavenge,146.2,143.6,171.0,177.0,18.4,0,+ 5.9 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,29540,Mark-sweep,146.6,31.3,177.0,69.0,8.8,0,"+ 18.9 ms in 489 steps since start of marking, biggest step 0.1 ms",GC interrupt,GC in old space requested
62598,0x102004600,29556,Scavenge,44.9,41.0,69.0,70.0,12.1,0,,allocation failure,
62598,0x102004600,29577,Scavenge,47.0,45.3,70.0,80.0,19.4,0,,allocation failure,
62598,0x102004600,29594,Scavenge,56.7,53.5,80.0,84.0,14.8,0,,allocation failure,
62598,0x102004600,29615,Scavenge,61.0,58.9,84.0,93.0,19.0,0,,allocation failure,
62598,0x102004600,29632,Scavenge,69.2,66.2,93.0,98.0,14.9,0,,allocation failure,
62598,0x102004600,29651,Scavenge,74.6,72.2,98.0,106.0,16.6,0,,allocation failure,
62598,0x102004600,29669,Scavenge,82.0,79.2,106.0,112.0,15.7,0,,allocation failure,
62598,0x102004600,29689,Scavenge,88.0,85.5,112.0,119.0,18.3,0,,allocation failure,
62598,0x102004600,29711,Scavenge,95.0,92.2,119.0,125.0,18.5,0,,allocation failure,
62598,0x102004600,29729,Scavenge,101.2,98.6,125.0,132.0,16.6,0,,allocation failure,
62598,0x102004600,29751,Scavenge,108.0,105.3,132.0,138.0,19.3,0,,allocation failure,
62598,0x102004600,29769,Scavenge,114.4,111.8,138.0,145.0,16.1,0,,allocation failure,
62598,0x102004600,29788,Scavenge,121.1,118.4,145.0,152.0,16.5,0,,allocation failure,
62598,0x102004600,29806,Scavenge,127.5,124.9,152.0,159.0,16.1,0,,allocation failure,
62598,0x102004600,29830,Scavenge,134.2,131.5,159.0,165.0,16.6,0,+ 5.2 ms in 148 steps since last GC,allocation failure,
62598,0x102004600,29866,Scavenge,140.7,138.1,165.0,172.0,28.0,0,+ 5.3 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,29891,Scavenge,147.3,144.6,172.0,179.0,17.0,0,+ 5.9 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,29911,Mark-sweep,151.6,35.2,179.0,71.0,14.4,0,"+ 20.3 ms in 550 steps since start of marking, biggest step 0.1 ms",GC interrupt,GC in old space requested
62598,0x102004600,29928,Scavenge,46.0,42.8,71.0,74.0,14.0,0,,allocation failure,
62598,0x102004600,29947,Scavenge,50.9,48.6,74.0,82.0,16.6,0,,allocation failure,
62598,0x102004600,29964,Scavenge,58.6,55.7,82.0,88.0,14.8,0,,allocation failure,
62598,0x102004600,29983,Scavenge,64.3,61.9,88.0,95.0,16.8,0,,allocation failure,
62598,0x102004600,30001,Scavenge,71.5,68.7,95.0,101.0,15.7,0,,allocation failure,
62598,0x102004600,30019,Scavenge,77.6,75.1,101.0,108.0,16.4,0,,allocation failure,
62598,0x102004600,30037,Scavenge,84.5,81.8,108.0,114.0,15.5,0,,allocation failure,
62598,0x102004600,30059,Scavenge,90.8,88.2,114.0,121.0,19.4,0,,allocation failure,
62598,0x102004600,30078,Scavenge,97.5,94.9,121.0,128.0,17.0,0,,allocation failure,
62598,0x102004600,30097,Scavenge,104.0,101.4,128.0,135.0,17.0,0,,allocation failure,
62598,0x102004600,30115,Scavenge,110.6,108.0,135.0,141.0,16.0,0,,allocation failure,
62598,0x102004600,30135,Scavenge,117.1,114.5,141.0,148.0,17.5,0,,allocation failure,
62598,0x102004600,30153,Scavenge,123.7,121.1,148.0,155.0,16.1,0,,allocation failure,
62598,0x102004600,30172,Scavenge,130.3,127.7,155.0,161.0,16.5,0,,allocation failure,
62598,0x102004600,30199,Scavenge,136.8,134.2,161.0,168.0,19.4,0,+ 5.4 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,30227,Scavenge,143.4,140.8,168.0,175.0,20.1,0,+ 5.4 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,30254,Scavenge,150.0,147.3,175.0,181.0,19.7,0,+ 5.7 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,30282,Scavenge,156.5,153.9,181.0,188.0,19.4,0,+ 5.4 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,30300,Mark-sweep,161.2,44.7,188.0,80.0,13.1,0,"+ 25.9 ms in 703 steps since start of marking, biggest step 0.1 ms",GC interrupt,GC in old space requested
62598,0x102004600,30318,Scavenge,55.2,52.2,80.0,84.0,14.8,0,,allocation failure,
62598,0x102004600,30338,Scavenge,60.4,58.1,84.0,91.0,17.3,0,,allocation failure,
62598,0x102004600,30355,Scavenge,67.9,65.1,91.0,97.0,15.1,0,,allocation failure,
62598,0x102004600,30374,Scavenge,73.8,71.3,97.0,104.0,16.6,0,,allocation failure,
62598,0x102004600,30392,Scavenge,80.8,78.1,104.0,111.0,15.8,0,,allocation failure,
62598,0x102004600,30410,Scavenge,87.1,84.5,111.0,118.0,16.5,0,,allocation failure,
62598,0x102004600,30430,Scavenge,93.9,91.2,118.0,124.0,16.7,0,,allocation failure,
62598,0x102004600,30450,Scavenge,100.3,97.7,124.0,131.0,17.7,0,,allocation failure,
62598,0x102004600,30469,Scavenge,106.9,104.3,131.0,137.0,17.4,0,,allocation failure,
62598,0x102004600,30489,Scavenge,113.4,110.8,137.0,144.0,17.2,0,,allocation failure,
62598,0x102004600,30510,Scavenge,120.0,117.4,144.0,151.0,18.5,0,,allocation failure,
62598,0x102004600,30528,Scavenge,126.6,123.9,151.0,158.0,16.1,0,,allocation failure,
62598,0x102004600,30546,Scavenge,133.1,130.5,158.0,164.0,16.4,0,,allocation failure,
62598,0x102004600,30565,Scavenge,139.7,137.1,164.0,171.0,16.2,0,,allocation failure,
62598,0x102004600,30583,Scavenge,146.3,143.6,171.0,177.0,16.1,0,,allocation failure,
62598,0x102004600,30601,Scavenge,152.8,150.2,177.0,184.0,16.0,0,,allocation failure,
62598,0x102004600,30620,Scavenge,159.4,156.8,184.0,191.0,16.7,0,,allocation failure,
62598,0x102004600,30639,Scavenge,165.9,163.3,191.0,197.0,17.0,0,,allocation failure,
62598,0x102004600,30658,Scavenge,172.5,169.9,197.0,204.0,16.5,0,,allocation failure,
62598,0x102004600,30684,Scavenge,179.1,176.4,204.0,211.0,18.2,0,+ 5.1 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,30710,Scavenge,185.6,183.0,211.0,217.0,18.1,0,+ 5.9 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,30735,Scavenge,192.2,189.6,217.0,224.0,17.7,0,+ 5.4 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,30761,Scavenge,198.7,196.1,224.0,231.0,17.8,0,+ 6.0 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,30788,Scavenge,205.3,202.7,231.0,237.0,17.7,0,+ 6.5 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,30814,Scavenge,211.9,209.2,237.0,244.0,18.1,0,+ 5.9 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,30828,Mark-sweep,212.8,59.2,244.0,98.0,10.4,0,"+ 37.0 ms in 934 steps since start of marking, biggest step 0.1 ms",GC interrupt,GC in old space requested
62598,0x102004600,30844,Scavenge,72.4,68.6,98.0,98.0,13.0,0,,allocation failure,
62598,0x102004600,30865,Scavenge,74.9,73.1,98.0,108.0,19.0,0,,allocation failure,
62598,0x102004600,30882,Scavenge,84.4,81.1,108.0,113.0,14.0,0,,allocation failure,
62598,0x102004600,30901,Scavenge,88.9,86.7,113.0,121.0,17.8,0,,allocation failure,
62598,0x102004600,30920,Scavenge,96.9,94.0,121.0,126.0,16.0,0,,allocation failure,
62598,0x102004600,30943,Scavenge,102.4,100.0,126.0,134.0,21.2,0,,allocation failure,
62598,0x102004600,30961,Scavenge,109.7,106.9,134.0,140.0,15.3,0,,allocation failure,
62598,0x102004600,30979,Scavenge,115.7,113.2,140.0,147.0,16.3,0,,allocation failure,
62598,0x102004600,31000,Scavenge,122.7,120.0,147.0,153.0,18.1,0,,allocation failure,
62598,0x102004600,31019,Scavenge,129.0,126.4,153.0,160.0,16.9,0,,allocation failure,
62598,0x102004600,31038,Scavenge,135.7,133.1,160.0,167.0,16.6,0,,allocation failure,
62598,0x102004600,31057,Scavenge,142.1,139.6,167.0,173.0,16.9,0,,allocation failure,
62598,0x102004600,31075,Scavenge,148.8,146.2,173.0,180.0,16.1,0,,allocation failure,
62598,0x102004600,31094,Scavenge,155.3,152.7,180.0,187.0,16.3,0,,allocation failure,
62598,0x102004600,31112,Scavenge,161.9,159.3,187.0,193.0,16.1,0,,allocation failure,
62598,0x102004600,31130,Scavenge,168.4,165.8,193.0,200.0,15.6,0,,allocation failure,
62598,0x102004600,31148,Scavenge,175.0,172.4,200.0,207.0,16.0,0,,allocation failure,
62598,0x102004600,31167,Scavenge,181.6,178.9,207.0,213.0,16.3,0,,allocation failure,
62598,0x102004600,31185,Scavenge,188.1,185.5,213.0,220.0,16.0,0,,allocation failure,
62598,0x102004600,31203,Scavenge,194.7,192.1,220.0,227.0,16.3,0,,allocation failure,
62598,0x102004600,31222,Scavenge,201.3,198.6,227.0,233.0,16.2,0,,allocation failure,
62598,0x102004600,31240,Scavenge,207.8,205.2,233.0,240.0,16.4,0,,allocation failure,
62598,0x102004600,31258,Scavenge,214.4,211.8,240.0,247.0,16.1,0,,allocation failure,
62598,0x102004600,31278,Scavenge,220.9,218.3,247.0,253.0,17.2,0,,allocation failure,
62598,0x102004600,31299,Scavenge,227.5,224.9,253.0,260.0,18.4,0,,allocation failure,
62598,0x102004600,31319,Scavenge,234.1,231.4,260.0,267.0,17.7,0,,allocation failure,
62598,0x102004600,31340,Scavenge,240.6,238.0,267.0,273.0,19.0,0,,allocation failure,
62598,0x102004600,31366,Scavenge,247.2,244.6,273.0,280.0,17.4,0,+ 6.2 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,31392,Scavenge,253.7,251.1,280.0,287.0,17.9,0,+ 5.3 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,31417,Scavenge,260.3,257.7,287.0,293.0,17.3,0,+ 5.5 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,31426,Mark-sweep,260.1,30.6,293.0,69.0,7.8,0,"+ 18.2 ms in 479 steps since start of marking, biggest step 0.2 ms",GC interrupt,GC in old space requested
62598,0x102004600,31443,Scavenge,44.6,40.5,69.0,69.0,13.2,0,,allocation failure,
62598,0x102004600,31467,Scavenge,46.3,44.7,69.0,79.0,22.0,0,,allocation failure,
62598,0x102004600,31484,Scavenge,56.3,53.0,79.0,84.0,14.8,0,,allocation failure,
62598,0x102004600,31507,Scavenge,60.4,58.3,84.0,92.0,20.3,0,,allocation failure,
62598,0x102004600,31524,Scavenge,68.7,65.7,92.0,97.0,15.3,0,,allocation failure,
62598,0x102004600,31546,Scavenge,74.0,71.7,97.0,105.0,18.9,0,,allocation failure,
62598,0x102004600,31564,Scavenge,81.5,78.7,105.0,111.0,15.8,0,,allocation failure,
62598,0x102004600,31583,Scavenge,87.4,84.9,111.0,118.0,16.4,0,,allocation failure,
